Store No,Store Name,Status,POS,Updated,Rate,Open Date
783000,新店,未全部更新,27,0,0,
830100,板橋國光,未全部更新,4,0,0,
830200,中和景新,未全部更新,4,0,0,
830300,淡水淡大,未全部更新,10,0,0,
830700,蘆洲重陽,未全部更新,9,0,0,
830900,新莊公園,未全部更新,4,0,0,
831100,蘆洲九芎,未全部更新,4,0,0,
831400,鶯歌建國,未全部更新,4,0,0,
831500,林口竹林,未全部更新,4,0,0,
831800,板橋長江,未全部更新,5,0,0,
831900,樹林中山,未全部更新,4,0,0,
832000,蘆洲忠孝,未全部更新,3,0,0,
832100,新莊建國,未全部更新,3,0,0,
832200,新莊幸福,未全部更新,6,0,0,
840100,龍潭北龍,未全部更新,11,0,0,
840200,桃園國際,未全部更新,10,0,0,
840300,龜山迴龍,未全部更新,4,0,0,
840500,新屋中山,未全部更新,5,0,0,
840600,龜山自強,未全部更新,7,0,0,
840700,中壢環中,未全部更新,11,0,0,
840900,中壢長春,未全部更新,7,0,0,
841000,中壢中山,未全部更新,5,0,0,
841100,桃園大有,未全部更新,7,0,0,
841200,桃園桃鶯,未全部更新,9,0,0,
841300,桃園三民,未全部更新,7,0,0,
841400,桃園莊敬,未全部更新,2,0,0,
841900,大溪文化,未全部更新,7,0,0,
842000,平鎮和平,未全部更新,6,0,0,
842100,八德福國北,未全部更新,9,0,0,
842200,大溪中正,未全部更新,6,0,0,
842500,中壢中原,未全部更新,3,0,0,
842600,桃園武陵,未全部更新,3,0,0,
842700,八德介壽,未全部更新,7,0,0,
842800,蘆竹忠孝,未全部更新,5,0,0,
842900,楊梅中山,未全部更新,5,0,0,
843000,桃園中正,未全部更新,3,0,0,
850100,新竹中正,未全部更新,3,0,0,
870000,苗栗中正,未全部更新,7,0,0,
870100,公館大同,未全部更新,5,0,0,
870300,苗栗縣府,未全部更新,5,0,0,
096000,台中明新,未全部更新,8,2,25,
099900,大里甲堤,未全部更新,8,2,25,
118800,彰化中興,未全部更新,8,2,25,
101200,鹿谷鹿彰,未全部更新,7,2,28,
063100,新豐文昌,未全部更新,6,2,33,
063300,關西中山東,未全部更新,6,2,33,
124600,二崙中正,未全部更新,6,2,33,
156100,善化中山,未全部更新,12,4,33,
188000,茄萣民族,未全部更新,6,2,33,
253500,萬華莒光,未全部更新,9,3,33,
096700,清水中山,未全部更新,11,4,36,
038000,樹林佳園,未全部更新,8,3,37,
051300,新竹香北,未全部更新,8,3,37,
097700,大里練武,未全部更新,8,3,37,
098700,台中山西,未全部更新,8,3,37,
115600,彰化溪州,未全部更新,8,3,37,
119200,彰化金馬,未全部更新,8,3,37,
125000,北港民主,未全部更新,8,3,37,
156400,台南林森,未全部更新,8,3,37,
167500,台南西門,未全部更新,8,3,37,
341400,豐原豐勢,未全部更新,8,3,37,
013400,基隆孝東,未全部更新,5,2,40,
045800,大園春德,未全部更新,10,4,40,
047000,桃園天祥,未全部更新,10,4,40,
049500,桃園延平,未全部更新,5,2,40,
060600,新竹金山,未全部更新,5,2,40,
082300,台中萬和,未全部更新,5,2,40,
188600,苓雅凱旋一,未全部更新,5,2,40,
189600,前鎮忠勤,未全部更新,5,2,40,
306000,中和華新,未全部更新,5,2,40,
306300,三重中正南,未全部更新,5,2,40,
307800,新店大鵬,未全部更新,5,2,40,
308200,板橋溪城,未全部更新,5,2,40,
340200,東勢東關,未全部更新,10,4,40,
095700,台中市政,未全部更新,12,5,41,
013600,基隆麥金,未全部更新,7,3,42,
046300,蘆竹山腳,未全部更新,7,3,42,
046600,桃園正光,未全部更新,7,3,42,
047600,平鎮新富,未全部更新,7,3,42,
048500,楊梅豐興,未全部更新,7,3,42,
049100,大溪仁和,未全部更新,7,3,42,
063000,竹北文興,未全部更新,7,3,42,
063900,湖口明德,未全部更新,7,3,42,
073500,苑裡為公,未全部更新,7,3,42,
097800,台中進化,未全部更新,7,3,42,
099600,大里新興,未全部更新,7,3,42,
100300,水里,未全部更新,7,3,42,
116300,彰化彰鹿,未全部更新,7,3,42,
116400,埔心員鹿,未全部更新,7,3,42,
117800,永靖新興,未全部更新,7,3,42,
118200,線西中正,未全部更新,7,3,42,
118500,北斗斗中,未全部更新,7,3,42,
119000,和美仁昌,未全部更新,7,3,42,
119600,大村大仁,未全部更新,7,3,42,
119700,伸港中興,未全部更新,7,3,42,
123600,台西文化,未全部更新,7,3,42,
124400,古坑文淵,未全部更新,7,3,42,
124500,林內中正,未全部更新,7,3,42,
124800,莿桐和平,未全部更新,7,3,42,
153500,台南海安,未全部更新,7,3,42,
156000,善化善新,未全部更新,7,3,42,
156300,安平永華,未全部更新,7,3,42,
156600,台南萬年五,未全部更新,7,3,42,
163600,玉井中華,未全部更新,7,3,42,
165300,麻豆中山,未全部更新,7,3,42,
183600,苓雅三多,未全部更新,7,3,42,
184300,鳳山海洋一,未全部更新,7,3,42,
184700,仁武中華,未全部更新,7,3,42,
187700,林園石化三,未全部更新,7,3,42,
223200,羅東站前,未全部更新,7,3,42,
240100,金門慈湖,未全部更新,7,3,42,
305000,三峽中正,未全部更新,7,3,42,
341200,台中福雅,未全部更新,7,3,42,
341700,烏日公園,未全部更新,7,3,42,
047300,龍潭中興,未全部更新,9,4,44,
049300,桃園永安,未全部更新,9,4,44,
091800,沙鹿,未全部更新,9,4,44,
222300,羅東光榮,未全部更新,9,4,44,
071900,苗栗正義,未全部更新,11,5,45,
012100,基隆新豐,未全部更新,4,2,50,
013500,基隆復興,未全部更新,6,3,50,
014200,基隆福五,未全部更新,6,3,50,
014300,基隆中和,未全部更新,4,2,50,
041500,龜山萬壽,未全部更新,6,3,50,
042100,桃園永美,未全部更新,6,3,50,
042200,大溪僑愛,未全部更新,6,3,50,
043100,八德興豐,未全部更新,8,4,50,
044500,平鎮延平,未全部更新,8,4,50,
045200,桃園大業,未全部更新,6,3,50,
045300,龜山興華,未全部更新,6,3,50,
045900,八德永豐,未全部更新,6,3,50,
046800,平鎮龍南,未全部更新,8,4,50,
047800,中壢永順,未全部更新,8,4,50,
047900,楊梅三元,未全部更新,8,4,50,
048000,龜山華亞三,未全部更新,6,3,50,
049600,觀音民生,未全部更新,6,3,50,
051900,新竹延平,未全部更新,6,3,50,
052400,新竹科學園,未全部更新,6,3,50,
061900,竹北十興,未全部更新,6,3,50,
062000,竹北嘉豐,未全部更新,8,4,50,
062700,湖口中山,未全部更新,8,4,50,
062800,竹北莊敬南,未全部更新,6,3,50,
062900,竹北光明,未全部更新,8,4,50,
063200,竹北環北,未全部更新,8,4,50,
063500,竹北文平,未全部更新,8,4,50,
071700,通霄自強,未全部更新,8,4,50,
073000,頭份中興,未全部更新,8,4,50,
073100,大湖台三,未全部更新,6,3,50,
073300,三灣中正,未全部更新,6,3,50,
081700,中工,未全部更新,8,4,50,
087100,后里文明,未全部更新,8,4,50,
089700,台中工學,未全部更新,8,4,50,
089800,台中建國南,未全部更新,8,4,50,
091100,太平樹德,未全部更新,8,4,50,
091500,國光,未全部更新,6,3,50,
093300,清水中興,未全部更新,8,4,50,
094800,東勢豐勢,未全部更新,6,3,50,
095900,大肚中蔗,未全部更新,6,3,50,
096400,台中福科,未全部更新,8,4,50,
096600,潭子潭豐,未全部更新,6,3,50,
096800,大甲黎明,未全部更新,6,3,50,
096900,台中忠明南,未全部更新,8,4,50,
097000,台中惠文,未全部更新,8,4,50,
097300,沙鹿北勢東,未全部更新,8,4,50,
097400,潭子中山,未全部更新,8,4,50,
097600,台中松竹,未全部更新,10,5,50,
098000,大甲甲后,未全部更新,6,3,50,
098600,台中敦化,未全部更新,8,4,50,
099100,台中敦富,未全部更新,8,4,50,
101300,南投彰南,未全部更新,6,3,50,
101400,竹山國中,未全部更新,6,3,50,
101500,南投新興,未全部更新,8,4,50,
101600,草屯碧山,未全部更新,6,3,50,
112400,彰化員林,未全部更新,10,5,50,
113400,員林靜修,未全部更新,6,3,50,
113600,員林育英,未全部更新,6,3,50,
116000,彰化福興,未全部更新,6,3,50,
118100,花壇學前,未全部更新,8,4,50,
118400,社頭中山,未全部更新,8,4,50,
118600,秀水彰水,未全部更新,8,4,50,
118700,彰化延平,未全部更新,8,4,50,
118900,埔鹽彰水,未全部更新,6,3,50,
119300,員林復興,未全部更新,8,4,50,
119400,彰化中正,未全部更新,8,4,50,
119500,員林法院,未全部更新,8,4,50,
120300,雲林麥寮,未全部更新,6,3,50,
121500,斗六公正,未全部更新,6,3,50,
122800,斗南長安,未全部更新,6,3,50,
123900,麥寮中山,未全部更新,6,3,50,
124300,元長元南,未全部更新,6,3,50,
124700,土庫中華,未全部更新,8,4,50,
124900,斗南延平,未全部更新,6,3,50,
125100,斗六中興,未全部更新,6,3,50,
125300,斗六永安,未全部更新,6,3,50,
130000,吳鳳,未全部更新,6,3,50,
130400,嘉義竹圍,未全部更新,6,3,50,
130600,嘉義軍輝,未全部更新,6,3,50,
130800,嘉義大統,未全部更新,6,3,50,
131200,嘉義大雅,未全部更新,6,3,50,
131800,嘉義湖子內,未全部更新,6,3,50,
132600,嘉義興業東,未全部更新,6,3,50,
140700,嘉義梅山,未全部更新,6,3,50,
143000,鹿草國中,未全部更新,6,3,50,
152700,台南崇道,未全部更新,4,2,50,
156200,台南康樂,未全部更新,6,3,50,
156500,麻豆博愛,未全部更新,6,3,50,
157100,新營三民,未全部更新,8,4,50,
157300,台南新和東,未全部更新,6,3,50,
157600,歸仁中正南,未全部更新,6,3,50,
157800,永康永明,未全部更新,6,3,50,
157900,新市中正,未全部更新,6,3,50,
161600,歸仁中山,未全部更新,4,2,50,
163400,台南長榮,未全部更新,6,3,50,
164600,台南文賢一,未全部更新,8,4,50,
164800,台南開元,未全部更新,8,4,50,
165400,新市復興,未全部更新,6,3,50,
165600,台南西和,未全部更新,6,3,50,
165700,台南永華,未全部更新,6,3,50,
166300,東山中興,未全部更新,6,3,50,
166500,台南公學,未全部更新,6,3,50,
166600,台南州南,未全部更新,6,3,50,
167300,新營東興,未全部更新,6,3,50,
167600,台南海佃,未全部更新,6,3,50,
167700,台南興昌,未全部更新,6,3,50,
173600,鳥松本?,未全部更新,6,3,50,
176600,仁武永仁,未全部更新,6,3,50,
179500,鳳山保南,未全部更新,6,3,50,
181700,鹽埕七賢三,未全部更新,6,3,50,
182100,路竹國昌,未全部更新,6,3,50,
183400,岡山大仁北,未全部更新,6,3,50,
183800,橋頭成功南,未全部更新,6,3,50,
184000,左營富國,未全部更新,6,3,50,
184100,彌陀中正東,未全部更新,6,3,50,
184200,仁武霞海,未全部更新,6,3,50,
184400,梓官中正,未全部更新,6,3,50,
185600,旗山旗甲,未全部更新,6,3,50,
185700,鼓山南屏,未全部更新,6,3,50,
185800,大樹中正一,未全部更新,6,3,50,
188500,左營海景,未全部更新,6,3,50,
192800,新園仙吉,未全部更新,6,3,50,
195300,佳冬玉光,未全部更新,6,3,50,
196100,崁頂中正,未全部更新,6,3,50,
200300,台東更生,未全部更新,8,4,50,
221700,宜蘭復興,未全部更新,6,3,50,
230400,澎湖民權,未全部更新,6,3,50,
230700,澎湖中華,未全部更新,8,4,50,
240600,金門東林,未全部更新,6,3,50,
255400,中山天津,未全部更新,6,3,50,
256000,內湖舊宗,未全部更新,10,5,50,
257000,士林華岡,未全部更新,4,2,50,
257300,大同寧夏,未全部更新,4,2,50,
300600,中和大勇,未全部更新,6,3,50,
301000,三峽和平,未全部更新,6,3,50,
306200,八里中山,未全部更新,6,3,50,
306600,八里商港,未全部更新,6,3,50,
307700,貢寮延平,未全部更新,4,2,50,
309700,林口公園,未全部更新,6,3,50,
310300,八里龍形,未全部更新,6,3,50,
320200,中壢南園,未全部更新,6,3,50,
340000,台中梅川東,未全部更新,8,4,50,
340100,烏日環河,未全部更新,8,4,50,
342100,外埔六分,未全部更新,6,3,50,
342200,台中福昌,未全部更新,6,3,50,
600100,中和景德,未全部更新,4,2,50,
600600,中山建國北,未全部更新,4,2,50,
841600,桃園復興,未全部更新,8,4,50,
131900,嘉義興業西,未全部更新,11,6,54,
025700,大安延吉,未全部更新,9,5,55,
870400,頭份信東,未全部更新,9,5,55,
024100,中山松花,未全部更新,7,4,57,
028000,北投捷運,未全部更新,7,4,57,
034200,三峽安溪,未全部更新,7,4,57,
036600,板橋國慶,未全部更新,7,4,57,
041200,桃園慈文,未全部更新,7,4,57,
041900,龜山文化,未全部更新,7,4,57,
042000,蘆竹吉林,未全部更新,7,4,57,
042600,龜山中興,未全部更新,7,4,57,
044100,楊梅民族,未全部更新,7,4,57,
045700,龜山文青,未全部更新,7,4,57,
046900,龜山長慶,未全部更新,7,4,57,
047100,桃園龍泉,未全部更新,7,4,57,
047200,中壢龍東,未全部更新,7,4,57,
047400,蘆竹六福,未全部更新,7,4,57,
047500,桃園春日,未全部更新,7,4,57,
048200,楊梅文化,未全部更新,7,4,57,
048600,龜山忠義,未全部更新,7,4,57,
049000,觀音成功,未全部更新,7,4,57,
051800,新竹關新西,未全部更新,7,4,57,
052000,新竹振興,未全部更新,7,4,57,
052100,新竹中華,未全部更新,7,4,57,
052300,新竹城北,未全部更新,7,4,57,
061700,芎林文德,未全部更新,7,4,57,
063400,竹東榮華,未全部更新,7,4,57,
071800,卓蘭經國,未全部更新,7,4,57,
073200,竹南科專七,未全部更新,7,4,57,
082100,台中忠明,未全部更新,7,4,57,
083700,台中南門,未全部更新,7,4,57,
085900,梧棲文化,未全部更新,7,4,57,
087500,大里新芳,未全部更新,7,4,57,
089900,台中大昌,未全部更新,7,4,57,
090300,太平宜昌,未全部更新,7,4,57,
092400,霧峰民生,未全部更新,7,4,57,
093100,豐原田心,未全部更新,7,4,57,
093800,潭子潭陽,未全部更新,7,4,57,
095600,大里爽文,未全部更新,7,4,57,
095800,台中忠義,未全部更新,7,4,57,
096200,台中楓樹,未全部更新,7,4,57,
096300,潭子得天,未全部更新,7,4,57,
096500,豐原北陽,未全部更新,7,4,57,
097100,台中忠孝,未全部更新,7,4,57,
097200,台中環中,未全部更新,7,4,57,
097900,台中南興,未全部更新,7,4,57,
098100,太平中和,未全部更新,7,4,57,
098200,台中河北東,未全部更新,7,4,57,
098500,潭子福潭,未全部更新,7,4,57,
099000,台中崇德八,未全部更新,7,4,57,
099200,台中寶慶,未全部更新,7,4,57,
099400,清水新興,未全部更新,7,4,57,
099700,大甲經國,未全部更新,7,4,57,
102900,埔里北門,未全部更新,7,4,57,
111100,彰安,未全部更新,7,4,57,
119100,彰化彰南,未全部更新,7,4,57,
120900,虎尾林森,未全部更新,7,4,57,
123700,虎尾光復,未全部更新,7,4,57,
141500,水上中興,未全部更新,7,4,57,
142900,布袋大智,未全部更新,7,4,57,
150400,培安,未全部更新,7,4,57,
150900,台南崇明,未全部更新,7,4,57,
151400,延平,未全部更新,7,4,57,
152400,台南鹽埕,未全部更新,7,4,57,
155100,佳里仁愛,未全部更新,7,4,57,
157000,永康勝華,未全部更新,7,4,57,
164300,台南安富,未全部更新,7,4,57,
166900,台南宜居,未全部更新,7,4,57,
167400,台南生產,未全部更新,7,4,57,
177300,岡山壽華,未全部更新,7,4,57,
177600,鼓山華夏,未全部更新,7,4,57,
182400,鼓山美術南,未全部更新,7,4,57,
185000,岡山平和,未全部更新,7,4,57,
185900,大寮鳳屏一,未全部更新,7,4,57,
187600,苓雅正大,未全部更新,7,4,57,
194800,內埔昭勝,未全部更新,7,4,57,
195700,屏東崇明,未全部更新,7,4,57,
256700,中山新生北,未全部更新,7,4,57,
306400,樹林八德,未全部更新,7,4,57,
307300,鶯歌尖山,未全部更新,7,4,57,
307500,五股新五,未全部更新,7,4,57,
307900,蘆洲中華,未全部更新,7,4,57,
308300,林口文化北,未全部更新,7,4,57,
310200,鶯歌鶯桃,未全部更新,7,4,57,
340400,大雅永和,未全部更新,7,4,57,
341100,清水四維東,未全部更新,7,4,57,
340900,台中文山,未全部更新,12,7,58,
011600,基隆精一,未全部更新,5,3,60,
012400,基隆信義,未全部更新,5,3,60,
012600,基隆光華,未全部更新,5,3,60,
012900,基隆武隆,未全部更新,5,3,60,
013800,基隆西定,未全部更新,5,3,60,
021000,大直敬業,未全部更新,5,3,60,
021400,中山林森,未全部更新,5,3,60,
023100,內湖民權,未全部更新,5,3,60,
030100,五股德音,未全部更新,5,3,60,
030600,汐止建成,未全部更新,5,3,60,
035700,三重中正,未全部更新,5,3,60,
036200,瑞芳中正,未全部更新,5,3,60,
036500,中和光華,未全部更新,5,3,60,
038900,泰山文程,未全部更新,5,3,60,
044900,中壢普忠,未全部更新,5,3,60,
045600,平鎮貿五,未全部更新,5,3,60,
046400,龜山大同,未全部更新,5,3,60,
047700,楊梅中山北,未全部更新,10,6,60,
048800,龜山文德,未全部更新,5,3,60,
049400,中壢南亞,未全部更新,5,3,60,
052200,新竹藝術,未全部更新,5,3,60,
060700,新竹忠孝,未全部更新,5,3,60,
064100,新豐建興,未全部更新,5,3,60,
082400,大智,未全部更新,5,3,60,
083300,台中永興,未全部更新,5,3,60,
085100,大里仁化,未全部更新,5,3,60,
090800,神岡五權,未全部更新,5,3,60,
093600,太平東平,未全部更新,5,3,60,
095300,大里益民,未全部更新,5,3,60,
096100,龍井藝術,未全部更新,5,3,60,
100100,草屯中山,未全部更新,5,3,60,
100500,埔里信義,未全部更新,5,3,60,
103000,草屯虎山,未全部更新,5,3,60,
112900,溪湖,未全部更新,5,3,60,
114300,溪湖平和,未全部更新,5,3,60,
114700,芬園芬草,未全部更新,5,3,60,
118000,員林浮圳,未全部更新,5,3,60,
118300,二水民生,未全部更新,5,3,60,
123000,大埤中正,未全部更新,5,3,60,
132000,嘉義林森西,未全部更新,5,3,60,
141200,朴子嘉朴,未全部更新,5,3,60,
141300,六腳蒜頭,未全部更新,5,3,60,
141400,大林民生,未全部更新,5,3,60,
153400,下營中山,未全部更新,5,3,60,
154700,台南土城,未全部更新,5,3,60,
157200,永康永大一,未全部更新,5,3,60,
158000,仁德土庫,未全部更新,5,3,60,
160900,永康南工,未全部更新,5,3,60,
161300,白河富民,未全部更新,5,3,60,
161900,善化忠孝,未全部更新,5,3,60,
162500,台南佳里,未全部更新,5,3,60,
163700,台南自由,未全部更新,5,3,60,
165500,仁德德安,未全部更新,5,3,60,
166200,永康永華,未全部更新,5,3,60,
166400,永康中正北,未全部更新,5,3,60,
166700,安定安加,未全部更新,5,3,60,
166800,台南後壁,未全部更新,5,3,60,
167200,歸仁文化,未全部更新,5,3,60,
167800,永康中山,未全部更新,5,3,60,
167900,歸仁忠孝北,未全部更新,5,3,60,
170000,高雄復興,未全部更新,5,3,60,
171600,高雄明仁,未全部更新,5,3,60,
172900,苓雅建國一,未全部更新,5,3,60,
173200,鳳山青年,未全部更新,5,3,60,
173400,鳳山信義,未全部更新,5,3,60,
173500,鳳山五福二,未全部更新,5,3,60,
173800,鳳山青年二,未全部更新,5,3,60,
175700,路竹中正,未全部更新,5,3,60,
176200,梓官中崙,未全部更新,5,3,60,
182500,大寮三隆,未全部更新,5,3,60,
182800,楠梓德中,未全部更新,5,3,60,
183200,仁武八德南,未全部更新,5,3,60,
183700,阿蓮中正,未全部更新,5,3,60,
185300,左營文學,未全部更新,5,3,60,
185500,路竹金平,未全部更新,5,3,60,
186800,前金自強二,未全部更新,5,3,60,
187000,鳳山頂庄,未全部更新,5,3,60,
187200,鼓山日昌,未全部更新,5,3,60,
187900,左營果貿,未全部更新,5,3,60,
188200,湖內中山,未全部更新,5,3,60,
188800,鳳山五甲二,未全部更新,5,3,60,
189000,鳳山北昌五,未全部更新,5,3,60,
189200,岡山民族,未全部更新,5,3,60,
195200,九如九里,未全部更新,5,3,60,
200600,成功大同,未全部更新,5,3,60,
200700,池上中正,未全部更新,5,3,60,
201100,新生,未全部更新,5,3,60,
211600,吉安自強,未全部更新,5,3,60,
211700,瑞穗國光,未全部更新,5,3,60,
211900,新城北埔,未全部更新,5,3,60,
212700,花蓮化道,未全部更新,5,3,60,
212800,花蓮明智,未全部更新,5,3,60,
220100,五結新生,未全部更新,5,3,60,
222800,蘇澳中山,未全部更新,5,3,60,
222900,蘇澳新榮,未全部更新,5,3,60,
223000,宜蘭聖後,未全部更新,5,3,60,
223600,蘇澳蘇濱,未全部更新,5,3,60,
230000,澎湖文光,未全部更新,5,3,60,
250400,南港中信,未全部更新,5,3,60,
252800,內湖網球場,未全部更新,5,3,60,
253600,大同大龍,未全部更新,5,3,60,
254800,新北投捷運,未全部更新,5,3,60,
255300,松山八德,未全部更新,5,3,60,
255900,文山萬美,未全部更新,5,3,60,
256200,內湖康寧,未全部更新,5,3,60,
256300,中山民權東,未全部更新,5,3,60,
256400,大直明水,未全部更新,5,3,60,
303900,萬里瑪鋉,未全部更新,5,3,60,
304100,三重仁義,未全部更新,5,3,60,
304200,新莊輔大,未全部更新,5,3,60,
305400,中和華夏,未全部更新,5,3,60,
305500,新店中央,未全部更新,5,3,60,
305600,土城中州,未全部更新,5,3,60,
305700,林口仁愛,未全部更新,5,3,60,
305800,中和安邦,未全部更新,5,3,60,
305900,板橋合宜,未全部更新,5,3,60,
307400,新店捷運,未全部更新,5,3,60,
307600,新莊大觀,未全部更新,5,3,60,
308000,新店安德,未全部更新,5,3,60,
309600,汐止樟樹二,未全部更新,5,3,60,
310100,新莊丹鳳,未全部更新,5,3,60,
311200,永和中山,未全部更新,5,3,60,
311500,永和永平,未全部更新,5,3,60,
311700,三峽國光,未全部更新,5,3,60,
320000,觀音莊敬,未全部更新,5,3,60,
340300,龍井龍津,未全部更新,5,3,60,
340800,台中中平,未全部更新,5,3,60,
341900,台中博愛,未全部更新,5,3,60,
342000,台中安和,未全部更新,5,3,60,
342500,台中軍榮五,未全部更新,5,3,60,
755000,台中三民,未全部更新,5,3,60,
020700,松山吉祥,未全部更新,8,5,62,
043200,中壢領航,未全部更新,8,5,62,
063600,竹東仁愛,未全部更新,8,5,62,
102400,南投南陽,未全部更新,8,5,62,
121000,斗六莊敬,未全部更新,8,5,62,
125200,斗六民生南,未全部更新,8,5,62,
156700,台南東平,未全部更新,8,5,62,
230300,澎湖百麗,未全部更新,8,5,62,
012800,基隆百福,未全部更新,3,2,66,
013700,基隆光明,未全部更新,6,4,66,
022200,北投中和,未全部更新,3,2,66,
022800,大同民生西,未全部更新,3,2,66,
023300,內湖金龍,未全部更新,6,4,66,
024400,士林延平,未全部更新,6,4,66,
025400,信義松興,未全部更新,6,4,66,
030400,新莊鴻金寶,未全部更新,6,4,66,
031700,深坑平埔,未全部更新,6,4,66,
033100,新店北新,未全部更新,6,4,66,
033800,蘆洲民族,未全部更新,6,4,66,
035300,南華,未全部更新,6,4,66,
035500,土城裕民,未全部更新,6,4,66,
039800,三重力行,未全部更新,6,4,66,
048300,觀音中山東,未全部更新,6,4,66,
048900,桃園大興,未全部更新,6,4,66,
049200,中壢龍智,未全部更新,6,4,66,
060300,湖口中正,未全部更新,6,4,66,
062400,竹北中正西,未全部更新,6,4,66,
070100,竹南,未全部更新,6,4,66,
085500,潭子豐興,未全部更新,3,2,66,
086800,龍井沙田,未全部更新,6,4,66,
087000,沙鹿屏西,未全部更新,6,4,66,
089400,豐原向陽,未全部更新,6,4,66,
089500,梧棲中華,未全部更新,6,4,66,
092900,大雅學府,未全部更新,6,4,66,
093400,大甲復興,未全部更新,6,4,66,
093900,大雅雅環,未全部更新,6,4,66,
094200,烏日長春,未全部更新,6,4,66,
094300,大里金德,未全部更新,6,4,66,
098800,台中振興,未全部更新,6,4,66,
102800,草屯,未全部更新,6,4,66,
120600,斗六西平,未全部更新,6,4,66,
122600,北港華勝,未全部更新,6,4,66,
130300,嘉義東門,未全部更新,6,4,66,
130500,嘉義友愛,未全部更新,6,4,66,
131600,嘉義博愛,未全部更新,3,2,66,
140300,大林忠孝,未全部更新,6,4,66,
140900,水上柳林,未全部更新,3,2,66,
154300,學甲華宗,未全部更新,6,4,66,
154500,台南國平,未全部更新,6,4,66,
156900,安平健康,未全部更新,6,4,66,
160600,永康永大,未全部更新,6,4,66,
160800,新化中正,未全部更新,6,4,66,
162900,新營民生,未全部更新,6,4,66,
165900,永康中華西,未全部更新,6,4,66,
168300,苓雅光華,未全部更新,6,4,66,
168700,三民博愛一,未全部更新,6,4,66,
169800,高雄建工,未全部更新,6,4,66,
181900,楠梓興楠,未全部更新,6,4,66,
183300,小港康莊,未全部更新,6,4,66,
183500,三民陽明,未全部更新,6,4,66,
184600,新興復興一,未全部更新,6,4,66,
185100,前金自強三,未全部更新,6,4,66,
186000,鳳山保華一,未全部更新,6,4,66,
186100,三民大順二,未全部更新,6,4,66,
186600,仁武水管,未全部更新,6,4,66,
186700,鳳山光華,未全部更新,6,4,66,
187100,三民有光,未全部更新,6,4,66,
187300,前鎮廣東三,未全部更新,6,4,66,
187400,前鎮明鳳三,未全部更新,6,4,66,
188100,前鎮瑞南,未全部更新,6,4,66,
188700,三民十全一,未全部更新,6,4,66,
189400,鼓山裕誠,未全部更新,6,4,66,
190300,屏東大連,未全部更新,3,2,66,
191700,東港長春一,未全部更新,6,4,66,
194300,恆春環城南,未全部更新,6,4,66,
195800,東港興安二,未全部更新,6,4,66,
195900,屏東公園,未全部更新,6,4,66,
210000,花蓮重慶,未全部更新,6,4,66,
220600,羅東純精,未全部更新,3,2,66,
223100,羅東培英,未全部更新,6,4,66,
223300,礁溪公園,未全部更新,6,4,66,
230500,澎湖海埔,未全部更新,6,4,66,
252500,士林德行東,未全部更新,6,4,66,
253300,南港研究院,未全部更新,6,4,66,
253400,內湖東湖,未全部更新,3,2,66,
254200,南港忠孝東,未全部更新,6,4,66,
300200,新店碧潭,未全部更新,3,2,66,
301100,淡水中山,未全部更新,6,4,66,
301300,土城海山,未全部更新,6,4,66,
303800,林口信義,未全部更新,6,4,66,
304600,汐止莊敬,未全部更新,6,4,66,
306900,新莊幸福東,未全部更新,6,4,66,
307100,三重集美,未全部更新,6,4,66,
309100,土城明德,未全部更新,6,4,66,
310000,永和永貞,未全部更新,6,4,66,
311300,汐止新台五,未全部更新,6,4,66,
311900,淡水義山,未全部更新,6,4,66,
341000,台中中清,未全部更新,6,4,66,
600000,信義信安,未全部更新,3,2,66,
600200,文山羅斯福,未全部更新,3,2,66,
701500,嘉義民權,未全部更新,6,4,66,
701900,朴子四維,未全部更新,6,4,66,
750800,中山德惠,未全部更新,6,4,66,
752300,新店惠國,未全部更新,3,2,66,
752700,台中西屯,未全部更新,6,4,66,
